1000, 6252, 1, 0
2000, 2940, 1, 0
3000, 3208, 1, 0
4000, 3036, 1, 0
5000, 3180, 1, 0
6000, 3616, 1, 0
7000, 3296, 1, 0
8000, 3412, 1, 0
9000, 6744, 1, 0
10000, 9816, 1, 0
11000, 10112, 1, 0
12000, 10608, 1, 0
13000, 9376, 1, 0
14000, 10516, 1, 0
15000, 10068, 1, 0
16000, 9904, 1, 0
17000, 10052, 1, 0
18000, 10380, 1, 0
19000, 10628, 1, 0
20000, 9888, 1, 0
21000, 9940, 1, 0
22000, 9564, 1, 0
23000, 9064, 1, 0
24000, 8516, 1, 0
25000, 7668, 1, 0
26000, 3976, 1, 0
27000, 3904, 1, 0
28000, 3688, 1, 0
29001, 4031, 1, 0
30000, 3516, 1, 0
31000, 3572, 1, 0
32000, 3524, 1, 0
33000, 4220, 1, 0
34000, 5680, 1, 0
35000, 4708, 1, 0
36000, 4708, 1, 0
37000, 5056, 1, 0
38000, 4584, 1, 0
39000, 3972, 1, 0
40000, 4284, 1, 0
41000, 4044, 1, 0
42000, 3556, 1, 0
43000, 3452, 1, 0
44000, 2976, 1, 0
45000, 3076, 1, 0
46000, 2696, 1, 0
47000, 3324, 1, 0
48000, 2784, 1, 0
49000, 2548, 1, 0
50000, 2712, 1, 0
51000, 2680, 1, 0
52000, 2456, 1, 0
53000, 2292, 1, 0
54000, 2256, 1, 0
55000, 2256, 1, 0
56000, 2176, 1, 0
57000, 2068, 1, 0
58000, 1980, 1, 0
59000, 1880, 1, 0
60000, 1636, 1, 0
1001, 6521, 1, 0
2001, 3436, 1, 0
3000, 3260, 1, 0
4000, 2884, 1, 0
5000, 3396, 1, 0
6000, 3644, 1, 0
7000, 3688, 1, 0
8000, 3292, 1, 0
9000, 7504, 1, 0
10000, 10196, 1, 0
11000, 10772, 1, 0
12000, 10088, 1, 0
13000, 11040, 1, 0
14000, 9660, 1, 0
15000, 9740, 1, 0
16000, 9972, 1, 0
17000, 10196, 1, 0
18000, 10204, 1, 0
19000, 9848, 1, 0
20000, 10108, 1, 0
21000, 9724, 1, 0
22000, 9276, 1, 0
23000, 8952, 1, 0
24000, 8672, 1, 0
25001, 7700, 1, 0
26000, 4000, 1, 0
27001, 3436, 1, 0
28001, 3940, 1, 0
29000, 3904, 1, 0
30000, 3532, 1, 0
31000, 3556, 1, 0
32000, 3488, 1, 0
33000, 4300, 1, 0
34001, 4623, 1, 0
35000, 4832, 1, 0
36000, 4492, 1, 0
37000, 4244, 1, 0
38000, 4260, 1, 0
39000, 3744, 1, 0
40000, 4172, 1, 0
41000, 4088, 1, 0
42000, 3704, 1, 0
43000, 3588, 1, 0
44000, 3176, 1, 0
45000, 3548, 1, 0
46000, 3044, 1, 0
47000, 2648, 1, 0
48000, 2748, 1, 0
49000, 3056, 1, 0
50000, 2840, 1, 0
51000, 2716, 1, 0
52000, 2376, 1, 0
53001, 2569, 1, 0
54000, 2240, 1, 0
55000, 1916, 1, 0
56000, 2380, 1, 0
57000, 2048, 1, 0
58000, 1908, 1, 0
59001, 2077, 1, 0
60000, 1764, 1, 0
1000, 6592, 1, 0
2001, 2961, 1, 0
3000, 3268, 1, 0
4000, 3328, 1, 0
5000, 3580, 1, 0
6000, 3320, 1, 0
7000, 3188, 1, 0
8000, 3444, 1, 0
9000, 6576, 1, 0
10000, 8964, 1, 0
11000, 9052, 1, 0
12000, 9052, 1, 0
13000, 10096, 1, 0
14000, 9640, 1, 0
15000, 10316, 1, 0
16000, 10332, 1, 0
17000, 10428, 1, 0
18000, 10204, 1, 0
19000, 10076, 1, 0
20000, 10120, 1, 0
21000, 9660, 1, 0
22000, 9264, 1, 0
23000, 8964, 1, 0
24001, 8403, 1, 0
25000, 7572, 1, 0
26000, 3788, 1, 0
27000, 3220, 1, 0
28001, 3692, 1, 0
29000, 3892, 1, 0
30000, 3780, 1, 0
31000, 3680, 1, 0
32000, 3500, 1, 0
33000, 4240, 1, 0
34000, 5364, 1, 0
35000, 5152, 1, 0
36000, 4588, 1, 0
37000, 4724, 1, 0
38000, 4548, 1, 0
39000, 3976, 1, 0
40000, 4112, 1, 0
41000, 3764, 1, 0
42000, 3772, 1, 0
43000, 3368, 1, 0
44000, 3132, 1, 0
45000, 3216, 1, 0
46000, 3192, 1, 0
47000, 2664, 1, 0
48000, 2572, 1, 0
49000, 2472, 1, 0
50000, 2548, 1, 0
51000, 2892, 1, 0
52001, 2509, 1, 0
53000, 2396, 1, 0
54000, 2192, 1, 0
55000, 1908, 1, 0
56001, 2525, 1, 0
57000, 1848, 1, 0
58000, 1732, 1, 0
59000, 1676, 1, 0
60000, 1880, 1, 0
1000, 6280, 1, 0
2000, 3524, 1, 0
3000, 3244, 1, 0
4000, 3380, 1, 0
5000, 3300, 1, 0
6000, 3744, 1, 0
7000, 3588, 1, 0
8000, 3484, 1, 0
9000, 10572, 1, 0
10000, 11572, 1, 0
11000, 10004, 1, 0
12000, 9264, 1, 0
13000, 9788, 1, 0
14000, 9868, 1, 0
15000, 9528, 1, 0
16000, 10500, 1, 0
17000, 10600, 1, 0
18000, 10312, 1, 0
19000, 10264, 1, 0
20000, 10256, 1, 0
21001, 9634, 1, 0
22000, 9340, 1, 0
23000, 8932, 1, 0
24000, 8696, 1, 0
25000, 7768, 1, 0
26000, 4424, 1, 0
27000, 3340, 1, 0
28000, 3700, 1, 0
29000, 3856, 1, 0
30000, 3632, 1, 0
31001, 3724, 1, 0
32000, 3560, 1, 0
33001, 4935, 1, 0
34000, 4684, 1, 0
35000, 4708, 1, 0
36000, 4532, 1, 0
37000, 4208, 1, 0
38000, 4200, 1, 0
39000, 4492, 1, 0
40000, 4016, 1, 0
41000, 4256, 1, 0
42000, 3720, 1, 0
43000, 3148, 1, 0
44000, 3096, 1, 0
45000, 3252, 1, 0
46000, 2428, 1, 0
47000, 2708, 1, 0
48000, 2792, 1, 0
49000, 2576, 1, 0
50000, 2700, 1, 0
51000, 2308, 1, 0
52000, 2296, 1, 0
53000, 2392, 1, 0
54000, 2084, 1, 0
55000, 2068, 1, 0
56000, 1756, 1, 0
57000, 1748, 1, 0
58000, 1948, 1, 0
59000, 1660, 1, 0
60000, 1728, 1, 0
1000, 6872, 1, 0
2001, 3124, 1, 0
3001, 3316, 1, 0
4000, 3312, 1, 0
5001, 3048, 1, 0
6000, 3488, 1, 0
7000, 3120, 1, 0
8001, 3432, 1, 0
9000, 10672, 1, 0
10000, 11136, 1, 0
11000, 9116, 1, 0
12000, 10728, 1, 0
13001, 9590, 1, 0
14001, 9778, 1, 0
15000, 10760, 1, 0
16000, 9980, 1, 0
17000, 10100, 1, 0
18000, 10440, 1, 0
19000, 9924, 1, 0
20000, 10088, 1, 0
21000, 9688, 1, 0
22000, 9440, 1, 0
23000, 8988, 1, 0
24000, 8356, 1, 0
25000, 7792, 1, 0
26000, 3860, 1, 0
27000, 3636, 1, 0
28000, 3812, 1, 0
29000, 3912, 1, 0
30000, 3676, 1, 0
31000, 3552, 1, 0
32000, 3576, 1, 0
33000, 4460, 1, 0
34000, 4936, 1, 0
35000, 4684, 1, 0
36000, 4892, 1, 0
37000, 4900, 1, 0
38000, 4176, 1, 0
39000, 4220, 1, 0
40000, 4316, 1, 0
41000, 4036, 1, 0
42000, 3732, 1, 0
43001, 3672, 1, 0
44000, 3296, 1, 0
45000, 3432, 1, 0
46000, 3456, 1, 0
47000, 2720, 1, 0
48000, 2912, 1, 0
49000, 2532, 1, 0
50000, 2688, 1, 0
51000, 2756, 1, 0
52000, 2232, 1, 0
53000, 2260, 1, 0
54000, 2304, 1, 0
55001, 2393, 1, 0
56000, 1932, 1, 0
57000, 1860, 1, 0
58000, 1856, 1, 0
59000, 2116, 1, 0
60000, 1892, 1, 0
1000, 6696, 1, 0
2000, 2984, 1, 0
3000, 3300, 1, 0
4000, 3344, 1, 0
5000, 3656, 1, 0
6000, 3348, 1, 0
7000, 3236, 1, 0
8000, 3444, 1, 0
9000, 7536, 1, 0
10000, 9536, 1, 0
11000, 9896, 1, 0
12000, 9976, 1, 0
13000, 10288, 1, 0
14000, 10140, 1, 0
15000, 10028, 1, 0
16000, 10040, 1, 0
17000, 10200, 1, 0
18000, 10096, 1, 0
19000, 9944, 1, 0
20000, 9964, 1, 0
21001, 9822, 1, 0
22000, 9396, 1, 0
23000, 9004, 1, 0
24000, 8648, 1, 0
25001, 7840, 1, 0
26000, 4124, 1, 0
27001, 3748, 1, 0
28000, 3988, 1, 0
29000, 3772, 1, 0
30000, 3764, 1, 0
31000, 3992, 1, 0
32000, 3520, 1, 0
33001, 4403, 1, 0
34001, 5078, 1, 0
35000, 5172, 1, 0
36000, 4896, 1, 0
37000, 5288, 1, 0
38000, 4648, 1, 0
39000, 4332, 1, 0
40000, 4620, 1, 0
41000, 4244, 1, 0
42000, 3568, 1, 0
43000, 3520, 1, 0
44000, 3164, 1, 0
45000, 3092, 1, 0
46000, 2848, 1, 0
47000, 2728, 1, 0
48000, 2820, 1, 0
49000, 2568, 1, 0
50000, 2692, 1, 0
51000, 2540, 1, 0
52000, 2272, 1, 0
53000, 2152, 1, 0
54000, 2588, 1, 0
55000, 2032, 1, 0
56000, 1976, 1, 0
57000, 1872, 1, 0
58000, 1952, 1, 0
59000, 2120, 1, 0
60000, 1720, 1, 0
1000, 6540, 1, 0
2000, 3308, 1, 0
3000, 3308, 1, 0
4001, 2765, 1, 0
5000, 3376, 1, 0
6000, 3420, 1, 0
7000, 3216, 1, 0
8001, 3644, 1, 0
9000, 6780, 1, 0
10000, 9256, 1, 0
11000, 9908, 1, 0
12000, 10608, 1, 0
13001, 10373, 1, 0
14000, 10464, 1, 0
15000, 10168, 1, 0
16000, 10160, 1, 0
17001, 10445, 1, 0
18000, 10644, 1, 0
19000, 10448, 1, 0
20000, 10004, 1, 0
21001, 9826, 1, 0
22000, 9788, 1, 0
23000, 9020, 1, 0
24000, 8696, 1, 0
25000, 7584, 1, 0
26000, 3788, 1, 0
27000, 3424, 1, 0
28000, 4072, 1, 0
29000, 3832, 1, 0
30000, 3788, 1, 0
31000, 3512, 1, 0
32000, 3484, 1, 0
