1001, 634902, 1, 0
2008, 1140361, 1, 0
3000, 1219745, 1, 0
4000, 1181608, 1, 0
5000, 1207778, 1, 0
6000, 1066535, 1, 0
7001, 1111503, 1, 0
8000, 1144726, 1, 0
9000, 376415, 1, 0
10000, 344093, 1, 0
11000, 398346, 1, 0
12000, 430405, 1, 0
13000, 407258, 1, 0
14000, 403860, 1, 0
15000, 418240, 1, 0
16000, 379627, 1, 0
17000, 375839, 1, 0
18000, 386502, 1, 0
19000, 388183, 1, 0
20000, 388654, 1, 0
21000, 413423, 1, 0
22000, 426589, 1, 0
23000, 446420, 1, 0
24000, 458434, 1, 0
25001, 513507, 1, 0
26000, 901596, 1, 0
27000, 1196530, 1, 0
28000, 1077565, 1, 0
29000, 1035408, 1, 0
30000, 1099091, 1, 0
31000, 1071673, 1, 0
32015, 1135871, 1, 0
33000, 796206, 1, 0
34039, 883763, 1, 0
35000, 815463, 1, 0
36010, 888846, 1, 0
37029, 967325, 1, 0
38000, 922674, 1, 0
39000, 889651, 1, 0
40000, 993177, 1, 0
41000, 937727, 1, 0
42027, 1102225, 1, 0
43012, 1250188, 1, 0
44000, 1273505, 1, 0
45000, 1229109, 1, 0
46012, 1661612, 1, 0
47001, 1458916, 1, 0
48048, 1497843, 1, 0
49004, 1482952, 1, 0
50028, 1513896, 1, 0
51048, 1766410, 1, 0
52000, 1655918, 1, 0
53013, 1690334, 1, 0
54037, 1964041, 1, 0
55043, 1942259, 1, 0
56000, 2180690, 1, 0
57001, 2283016, 1, 0
58005, 2058862, 1, 0
59015, 2429591, 1, 0
60001, 2280370, 1, 0
1001, 556036, 1, 0
2001, 1263924, 1, 0
3000, 1356744, 1, 0
4002, 1284499, 1, 0
5000, 1190672, 1, 0
6000, 1214430, 1, 0
7001, 1021600, 1, 0
8001, 1181411, 1, 0
9000, 366755, 1, 0
10000, 324674, 1, 0
11000, 417503, 1, 0
12000, 361741, 1, 0
13000, 383752, 1, 0
14000, 381189, 1, 0
15000, 384365, 1, 0
16000, 370195, 1, 0
17000, 385466, 1, 0
18000, 369685, 1, 0
19000, 382587, 1, 0
20000, 382674, 1, 0
21000, 414365, 1, 0
22000, 420528, 1, 0
23000, 437014, 1, 0
24000, 466402, 1, 0
25000, 520089, 1, 0
26025, 930303, 1, 0
27014, 1026984, 1, 0
28000, 1046012, 1, 0
29014, 1033288, 1, 0
30000, 1090313, 1, 0
31000, 1018763, 1, 0
32003, 1178344, 1, 0
33000, 828582, 1, 0
34010, 794247, 1, 0
35034, 750125, 1, 0
36000, 847524, 1, 0
37001, 944809, 1, 0
38029, 905283, 1, 0
39000, 921509, 1, 0
40036, 1005435, 1, 0
41021, 967667, 1, 0
42000, 1131214, 1, 0
43002, 1129126, 1, 0
44000, 973951, 1, 0
45023, 1502163, 1, 0
46000, 1202504, 1, 0
47047, 1448427, 1, 0
48019, 1280081, 1, 0
49000, 1281329, 1, 0
50001, 1507582, 1, 0
51021, 1619076, 1, 0
52040, 1591904, 1, 0
53001, 1633998, 1, 0
54011, 1845331, 1, 0
55014, 1871016, 1, 0
56035, 1652391, 1, 0
57052, 1874439, 1, 0
58000, 1979739, 1, 0
59000, 2045606, 1, 0
60000, 2195466, 1, 0
1000, 610588, 1, 0
2002, 1160566, 1, 0
3001, 1222848, 1, 0
4000, 1382559, 1, 0
5000, 1173759, 1, 0
6000, 1096133, 1, 0
7000, 1081632, 1, 0
8000, 1211033, 1, 0
9000, 531277, 1, 0
10000, 390688, 1, 0
11000, 369811, 1, 0
12000, 395033, 1, 0
13000, 360881, 1, 0
14000, 412715, 1, 0
15000, 409059, 1, 0
16000, 399677, 1, 0
17000, 390744, 1, 0
18001, 390797, 1, 0
19000, 404578, 1, 0
20000, 394398, 1, 0
21000, 409596, 1, 0
22000, 429927, 1, 0
23000, 445443, 1, 0
24000, 459793, 1, 0
25000, 517091, 1, 0
26000, 997471, 1, 0
